# =============================================================================
# DEFCON LANGUAGE FILE
#
# Format:
# stringId                  translation
#
#
# A hash at the start of a line indicates a comment
# StringIDs MUST be left untouched during translation
#
# =============================================================================


# =============================================================================
# Name of the language in the language
# =============================================================================

lang			Português
tutorial_movecamera2                Você também pode segurar o botão do meio do mouse e arrastar a visão ao redor.\n\nClique em Próximo quando estiver satisfeito com os controles de visão, e começaremos a explodir coisas.
tutorial_silofocus                  Este objeto destacado é um Silo de Mísseis. Ele tem dois modos:\n\n- No modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL, pode disparar mísseis nucleares em alvos inimigos.\n\n- No modo de defesa aérea, ele derrubará mísseis e aviões inimigos.\n\nPrecisamos do Silo no modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL para destruir as Estações de Radar inimigas próximas.\n\nClique com o botão direito do mouse no Silo e mude para o modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL.
macosx_tutorial_silofocus           Este objeto destacado é um Silo de Mísseis. Ele tem dois modos:\n\n- No modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL, pode disparar mísseis nucleares em alvos inimigos.\n- No modo de defesa aérea, ele derrubará mísseis e aviões inimigos.\n\nPrecisamos do Silo no modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL para destruir as Estações de Radar inimigas próximas.\n\nClique com o botão direito do mouse no Silo e mude para o modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL.\n(Você pode pressionar Ctrl+clique se tiver um mouse de um botão).
tutorial_mission1destroyradar       Observe que o ícone do Silo de Mísseis muda para um triângulo quando ele está se preparando para lançar mísseis nucleares.\n\nUse seu Silo de Mísseis para destruir as Estações de Radar inimigas.

tutorial_mission1end                Missão 1 concluída.\n\nClique em Próximo para avançar para a Missão 2.
tutorial_mission1failed             Você ficou sem mísseis nucleares sem destruir os alvos e falhou na missão.\n\nClique em Reiniciar para tentar novamente.

tutorial_silofocus_popup1           Clique com o botão direito do mouse neste Silo e mude para o modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL.
macosx_tutorial_silofocus_popup1    Clique com o botão direito do mouse neste Silo e mude para o modo de lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL.\n(Pressione Ctrl+clique se você tiver
tutorial_silofocus_selectpopup			Clique com o botão esquerdo do mouse neste Silo para selecioná-lo.
tutorial_mission1destroyradar_popup			Clique com o botão esquerdo nesta Estação de Radar para lançar um Míssil Nuclear sobre ela.
#Tutorialmission1deselect_popup			Pressione ESPAÇO para desmarcar esta unidade.
tutorial_mission1deselect_popup			ESPAÇO para desmarcar esta unidade.

# ==== MISSION 2 =====

tutorial_mission2start              Sua primeira tarefa em qualquer jogo de Defcon é posicionar todas as suas unidades.\n\nAbra o Painel de Unidades para começar o posicionamento.
tutorial_m2selectsilo               Neste painel, você pode posicionar todas as suas unidades disponíveis. Nesta missão, você só tem Silos.\n\nVocê deve posicionar todas as suas unidades ANTES do Defcon 3.\n\nClique no ícone do Silo para começar a posicionar seus Silos.
tutorial_m2placesilos               A área verde representa o seu território.\n\nVocê só pode posicionar unidades dentro do seu próprio território e unidades terrestres não podem ser movidas depois de posicionadas.\n\nUnidades terrestres não podem ser colocadas muito próximas umas das outras.\n\nPosicione seus Silos perto de suas cidades para defendê-las.
tutorial_m2destroynukes             Submarinos inimigos lançaram mísseis nucleares em suas cidades!\n\nSeus Silos já estão no modo de defesa aérea e vão derrubar os mísseis nucleares que se aproximam.\n\nSilos em modo de defesa aérea são muito eficazes para derrubar mísseis nucleares que se aproximam.

tutorial_m2end                      Missão 2 concluída.\n\nClique em Avançar para seguir para a Missão 3.
tutorial_mission2failed             Um míssil nuclear atingiu uma de suas cidades!\n\nTente posicionar seus Silos perto das cidades na próxima vez, para que tenham mais tempo para derrubar os mísseis nucleares que se aproximam.\n\nClique em Reiniciar para tentar novamente.

tutorial_unitpanel_popup            Clique neste botão para abrir o Painel de Unidades.
tutorial_silo_popup                 Clique neste ícone de unidade para começar a posicionar os Silos.
tutorial_silo_place                 Clique esquerdo nesta área para posicionar seus Silos perto de suas principais cidades.

# ==== MISSION 3 =====

tutorial_mission3start              Cada unidade em Defcon possui um alcance de radar e você só pode ver uma unidade inimiga se ela estiver dentro da sua cobertura de radar.\n\nHá várias unidades inimigas na Rússia que precisam ser descobertas.\n\nPosicione suas Estações de Radar para descobrir as unidades inimigas.
tutorial_m3radarplacement           Posicione suas Estações de Radar o mais próximo possível da Rússia.\n\nConforme você posiciona cada Estação de Radar, você notará que sua visibilidade da área aumenta - unidades inimigas serão reveladas.
tutorial_m3siloplacement            Agora você pode ver as unidades inimigas.\n\nPosicione alguns Silos em seu território para destruir o inimigo.
tutorial_m3gamespeed                Precisamos usar Armas Nucleares para destruir os edifícios inimigos, mas não podemos fazer isso até que o Defcon 1 seja alcançado.\n\nPara alcançar o Defcon 1, precisamos acelerar o tempo. Clique nos botões de controle de velocidade para acelerar o tempo até que o Defcon 1 seja declarado.
tutorial_m3defcon1                  Muitas unidades não podem se envolver em combate até que um determinado nível de Defcon seja alcançado.\n\nO combate naval e aéreo não podem ocorrer até o Defcon 3.\n\nARMAS NUCLEARES SÓ PODEM SER USADAS DEPOIS QUE O DEFCON 1 FOR DECLARADO.\n\nAcelere o tempo até que o Defcon 1 ocorra.
tutorial_m3destroyenemy             Agora você pode usar seus Silos para lançar Mísseis nuclares sobre os edifícios inimigos.\n\nO inimigo possui um Silo próprio em modo de Defesa Aérea, que derrubará muitos de seus mísseis. Além disso, esse Silo inimigo é blindado contra ataques nucleares e pode resistir a 3 ataques diretos.\n\nVocê deve lançar simultaneamente em direção ao Silo inimigo com todos os seus Silos para garantir o sucesso.
tutorial_m3silostaketime            Os Silos levam muito tempo para mudar entre o modo de Defesa Aérea e o modo de MÍSSIL BALÍSTICO INTERCONTINENTAL. Coloque o mouse sobre um Silo para ver quanto tempo você terá que esperar.\n\nSinta-se livre para acelerar o tempo se precisar.\n\nContinue lançando todas as suas Armas Nucleares nos edifícios inimigos até que eles sejam destruídos.

tutorial_m3end                      Missão 3 concluída.\n\nClique em Próximo para prosseguir para a Missão 4.
tutorial_mission3failed1            Você posicionou todas as suas Estações de Radar, mas não descobriu todas as unidades inimigas.\n\nVocê falhou na missão.\n\nClique em Reiniciar para começar de novo.
tutorial_mission3failed2            Você ficou sem Armas Nucleares e não conseguiu destruir os construções inimigos.\n\nClique em Reiniciar para tentar novamente.

tutorial_radar_popup                Clique neste ícone de unidade para começar a posicionar Estações de Radar.
tutorial_radar_place                Clique esquerdo nesta área para colocar suas Estações de Radar perto do território inimigo.
tutorial_acceltime_popup            Clique nos botões de velocidade para acelerar o tempo até o inimigo 1.
tutorial_silosnuke_popup            Clique com o botão direito neste Silo e alterne-o para o Modo de Lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL.
macosx_tutorial_silosnuke_popup     Clique com o botão direito neste Silo e alterne-o para o Modo de Lançamento de MÍSSIL BALÍSTICO INTERCONTINENTAL. \nClique com a tecla Ctrl se você tiver um mouse de um botão.
tutorial_nukenemeysilo_popup        Clique esquerdo repetidamente neste Silo para enfileirar muitos Lançamento de mísseis. Ele derrubará muitas de suas bombas e pode levar 3 ataques diretos.
tutorial_nukeenemyairbase_popup     Lance algumas bombas nesta Base Aérea inimiga.
tutorial_nukenemeycities_popup      Fique à vontade para usar suas bombas restantes na população civil inimiga.

# ==== MISSION 4 =====

tutorial_mission4start              Em muitos casos, as unidades inimigas estarão fora do alcance de seu Radar. Para descobrir as unidades inimigas, você terá que enviar aviões de reconhecimento sobre o território inimigo.\n\nColoque algumas bases aéreas em seu território.
tutorial_m4launchfighters           Você pode usar as Bases aéreas para lançar dois tipos de aeronaves:\n-Caças: aviões de combate / reconhecimento de curto alcance\n-Bombardeiros: aeronaves de longo alcance armadas com uma única bomba\n\nCaças são aeronaves de combate de curto alcance e rápidas. Eles são bons em derrubar outras aeronaves e também são muito bons em reconhecimento.\n\nLance seus caças sobre o território inimigo para procurar alvos.
tutorial_m4radar                    Cada Caça tem um Radar de curto alcance que descobrirá prédios inimigos se ele voar perto o suficiente.\n\nLigue a visualização do Radar para ver sua Cobertura de radar.
tutorial_m4launchbombers            Seus Caças descobriram todos os prédios inimigos.\n\nVocê pode notar que os prédios inimigos ficam em cinza uma vez que não estão mais dentro da sua Cobertura de Radar - Isso é chamado de Fantasma de Radar.\n\nAgora usaremos os Bombardeiros para soltar Bombas nas metas inimigas.\n\nUse suas Bases aéreas para lançar Bombardeiros nos prédios inimigos.
tutorial_m4bomberinfo               Os Bombardeiros podem viajar uma longa distância, mas devem chegar perto de seu alvo - eles carregam apenas uma única bomba de curto alcance.\n\nOs bombardeiros lançarão automaticamente suas bombas quando estiverem dentro do alcance de seus alvos.
tutorial_m4nukeslaunched            Assim que um Bombardeiro lançar sua bomba nuclear, ele retornará automaticamente à base aérea mais próxima para pousar.\n\nApós o pouso, um Bombardeiro será recarregado com uma nova bomba nuclear, embora as bases aéreas tenham um número limitado de bombas nucleares para rearmar os Bombardeiros.\n\nSe você destacar uma base aérea (passando o mouse sobre ela), poderá ver quantas aeronaves e bombas nucleares estão disponíveis para você lançar.

tutorial_m4end                      Missão 4 concluída.\n\nClique em Avançar para ir para a Missão 5.
tutorial_mission4failed             Você ficou sem bombas nucleares antes de destruir o inimigo e falhou na missão.\n\nClique em Reiniciar para tentar novamente.

tutorial_selectairbase_popup        Clique neste ícone da unidade para começar a posicionar as bases aéreas.
tutorial_placeairbase_popup         Clique com o botão esquerdo nesta área para posicionar suas bases aéreas.
tutorial_clickairbase_popup         Clique com o botão esquerdo nesta base aérea para começar a lançar caças.
tutorial_scouthere_popup            Clique com o botão esquerdo repetidamente nesta área para enfileirar muitos lançamentos de caças.
tutorial_radartoolbar_popup         Destaque este botão da barra de ferramentas para mostrar sua cobertura de radar.
tutorial_switchtobombers_popup              Clique com o botão direito nesta base aérea e mude para o modo Bombardeiro.
macosx_tutorial_switchtobombers_popup       Clique com o botão direito nesta base aérea e mude para o modo Bombardeiro.\nClique com Ctrl se você tiver um mouse de um botão.
tutorial_clickairbasebomber_popup   Clique com o botão esquerdo nesta base aérea para começar a lançar Bombardeiros.
tutorial_nukebuilding_popup         Lance alguns Bombardeiros neste prédio inimigo.

# ==== MISSION 5 =====

tutorial_mission5start              Muitas das suas forças móveis consistirão em navios, que são agrupados em frotas.\n\nUma frota consiste em até seis navios e se move e luta como uma única unidade coesa.\n\nAbra o Painel de Unidades e clique no botão Frota para começar a posicionar uma Frota.
tutorial_m5createfleet              Este é o Construtor de Frotas. Clicando nos botões de Unidade, você adicionará aquele navio à frota.\n\n-Os Encouraçados são eficazes contra uma variedade de unidades inimigas, mas são vulneráveis a submarinos.\n-Os Porta-aviões atuam como Bases Aéreas móveis, permitindo que você lance Caças e Bombardeiros. Eles também podem afundar submarinos inimigos com cargas de profundidade.\n-Submarinos são invisíveis ao radar convencional e carregam armas nucleares de médio alcance.\n\nConstrua uma frota de seis navios - três encouraçados e três porta-aviões.
tutorial_m5battleshipinfo           As frotas são controladas como uma única unidade. Se você pedir para elas se moverem, elas se moverão juntas. Se você pedir para elas atacarem uma frota inimiga, elas o farão como uma única unidade, da melhor maneira possível.\n\nSelecione uma de suas frotas clicando com o botão esquerdo em qualquer navio dessa frota.\n\nEm seguida, mova a frota para o sul clicando com o botão direito em seu destino.
macosx_tutorial_m5battleshipinfo    As frotas são controladas como uma única unidade. Se você pedir para elas se moverem, elas se moverão juntas. Se você pedir para elas atacarem uma frota inimiga, elas o farão como uma única unidade, da melhor maneira possível.\n\nSelecione uma de suas frotas clicando com o botão esquerdo em qualquer navio dessa frota.\n\nEm seguida, mova a frota para o sul clicando com o botão direito (ou ctrl-clique) em seu destino.
tutorial_m5destroyenemy             Há duas frotas inimigas em algum lugar do Oceano Atlântico - use suas frotas para encontrá-las e destruí-las.\n\n- Clique com o botão esquerdo em qualquer navio de uma frota para selecionar a frota inteira.\n- Clique com o botão direito para definir um destino para a frota selecionada.\n\nAcelere o tempo se necessário.
macosx_tutorial_m5destroyenemy      Há duas frotas inimigas em algum lugar do Oceano Atlântico - use suas frotas para encontrá-las e destruí-las.\n\n- Clique com o botão esquerdo em qualquer navio de uma frota para selecionar a frota inteira.\n- Clique com o botão direito (ou ctrl-clique) para definir um destino para a frota selecionada.\n\nAcelere o tempo se necessário.
tutorial_m5destroyenemy2            Suas frotas irão automaticamente engajar naves inimigas quando estiverem dentro do alcance. Encouraçados abrirão fogo e Porta-aviões lançarão Caças quando necessário.\n\nVocê pode controlar as batalhas manualmente se quiser - por exemplo, clique com o botão esquerdo em um de seus Porta-aviões para selecioná-lo e, em seguida, clique com o botão esquerdo em uma nave inimiga para lançar aviões Caças.\n\nDestaque o botão Pedidos na barra de ferramentas para ver os pedidos de ataque atuais de suas frotas.

tutorial_m5end                      Missão 5 concluída. Clique em Avançar para ir para a Missão 6.
tutorial_mission5failed             Você perdeu todas os seus barcos sem destruir o inimigo e falhou na missão.\n\nClique em Reiniciar para tentar novamente.

tutorial_selectfleet_popup          Clique neste ícone para começar a posicionar frotas.
tutorial_addbattleship_popup        Clique neste ícone de unidade para adicionar um Encouraçado à sua Frota.
tutorial_addcarrier_popup           Clique neste ícone de unidade para adicionar um Porta-aviões à sua Frota.
tutorial_deployfleet_popup          Clique com o botão esquerdo para posicionar sua Frota nesta área.
tutorial_selectdeployedfleet_popup  Clique com o botão esquerdo em qualquer nave para selecionar a frota inteira.
tutorial_movefleet_popup            CLIQUE DIREITO para mover toda a Frota selecionada aqui.
macosx_tutorial_movefleet_popup     CLIQUE DIREITO para mover toda a Frota selecionada aqui. Clique com a tecla Ctrl se você tiver um mouse de um botão.
tutorial_destroyfleet_popup         Destrua a frota inimiga nesta área.
tutorial_orderstoolbar_popup        Destaque este botão na barra de ferramentas para mostrar suas Ordens.

# ==== MISSION 6 =====

tutorial_mission6start              Até agora, operamos na Europa, com a União Soviética como inimiga. No entanto, isso nem sempre será o caso.\n\nNesta Missão, seu território é a América do Norte, e o inimigo é a Ásia do Sul.\n\nDestaque o botão Território para ver quem controla quais partes do mapa.
tutorial_mission6subintro           Nesse caso, o Oceano Pacífico é um campo de batalha crucial. O inimigo posicionou um número de Submarinos nucleares na Costa Oeste da América. A partir daí, eles serão capazes de atacar muitas de nossas principais cidades com bombas nucleares.\n\nA melhor arma contra Submarinos inimigos é o Porta-aviões - ele pode usar o Sonar para localizar submarinos debaixo d'água e pode lançar Cargas de Profundidade para afundá-los.\n\nPosicione uma frota de Porta-aviões na Costa Oeste.
tutorial_mission6placesubs          Também vamos usar nossos próprios Submarinos para obliterar a Costa Leste da China em retaliação.\n\nCrie uma frota de Submarinos e coloque-os o mais próximo possível da China Oriental.
tutorial_m6subinfo                  Submarinos carregam um grande estoque de Mísseis Nucleares de Médio Alcance.\n\nÉ crucial destacar que Submarinos não aparecem no radar do inimigo até que eles apareçam na superfície, o que os torna invisíveis e imunes ao fogo de armas padrão.\n\nMova seus Submarinos o mais próximo possível da costa do inimigo e vamos fazer algumas Megamortes.
tutorial_m6destroysubs              Existem duas frotas de submarinos inimigos escondidas na Costa Oeste da América.\n\nMude alguns de seus Porta-aviões para o modo Anti-submarino e destrua os submarinos inimigos com cargas de profundidade.\n\nSeus Porta-aviões têm Cargas de profundidade ilimitadas.\nAcelere o tempo se precisar.
tutorial_m6movesubs                 Submarinos podem ser usados ​​com efeito devastador porque podem se aproximar furtivamente das costas inimigas e atacar com pouco ou nenhum aviso prévio.\n\nMova seus submarinos para uma distância atacante do leste da China.
tutorial_m6enemylaunch              O inimigo começou a lançar Mísseis nucleares em nossas Cidades a partir de seus Silos Terrestres!\n\nUsaremos nossos submarinos próximos para destruir seus silos antes que causem muito dano.\n\nMude seus Submarinos para o modo de Lançamento de MÍSSIL BALÍSTICO DE ALCANCE MÉDIO e destrua os Silos inimigos!
tutorial_m6launchexplanation        Mesmo que não tenhamos cobertura de Radar na área, ainda podemos ver os Silos inimigos. Isso ocorre porque os Silos revelam sua localização para todos quando lançam seus Mísseis nucleares. Silos em Modo de Lançamento são incapazes de se defender, então esta é a oportunidade perfeita para atacar. Uma vez que seus Silos sejam destruídos, eles ficarão sem defesa - então ataque as cidades inimigas em retaliação e cause um verdadeiro estrago!
tutorial_m6end                      Missão 6 concluída. Clique em Próximo para avançar para sua última Missão de treinamento.

tutorial_territorytoolbar_popup     Destaque este botão da barra de ferramentas para mostrar os Territórios de cada Jogador.
tutorial_addsub_popup               Clique neste ícone de unidade para adicionar um Submarino à sua Frota.
tutorial_movesubs_popup             CLIQUE DIREITO aqui para mover seus Submarinos para uma distância de ataque da China Oriental.
macosx_tutorial_movesubs_popup      CLIQUE DIREITO aqui para mover seus Submarinos para uma distância de ataque da China Oriental.\n(Clique com a tecla Ctrl se você tiver um mouse com apenas um botão).
tutorial_switchtodepth_popup        CLIQUE DIREITO neste Porta-aviões e altere para o Modo Anti-Submarino.
macosx_tutorial_switchtodepth_popup CLIQUE DIREITO neste Porta-aviões e altere para o Modo Anti-Submarino.\n(Clique com a tecla Ctrl se você tiver um mouse com apenas um botão).
tutorial_destroysubs_popup          Mova seus Porta-aviões aqui e destrua os Submarinos inimigos nesta área.
tutorial_substonuke_popup           CLIQUE DIREITO neste Submarino e altere para o Modo de Lançamento de MÍSSIL BALÍSTICO DE ALCANCE MÉDIO.
macosx_tutorial_substonuke_popup    CLIQUE DIREITO neste Submarino e altere para o Modo de Lançamento de MÍSSIL BALÍSTICO DE ALCANCE MÉDIO.\n(Clique com a tecla Ctrl se você tiver um mouse com apenas um botão).
tutorial_nukesilo_popup             Clique várias vezes neste Silo para lançar mísseis nucleares a partir de seus Submarinos.


# ==== MISSION 7 =====

tutorial_mission7start              Esta é a sua última missão de treinamento. Você precisará aplicar tudo o que aprendeu em uma batalha real contra um oponente de inteligência artificial.\n\nPara vencer, você precisará marcar mais pontos do que o inimigo detonando bombas nucleares em suas cidades. Você receberá 2 pontos para cada inimigo morto, mas perderá 1 ponto para cada civil que morrer.\n\nNeste jogo, você é a América do Norte e o inimigo é a Ásia do Sul.
tutorial_mission7enemyattack        O inimigo está lançando mísseis em você! Se você tiver submarinos ou Porta-aviões perto da costa da China, use-os para destruir os silos inimigos enquanto eles estão desprotegidos. Deixe seus Silos Terrestres no modo de Defesa Aérea para derrubar os Mísseis que estão chegando.
tutorial_mission7retaliate          O inimigo já lançou a maioria de seus mísseis. Use seus Silos Terrestres e mísseis restantes para lançar uma retaliação em larga escala contra as cidades inimigas na China!
tutorial_m7victory                  Parabéns! Você derrotou com sucesso o oponente de inteligência artificial e concluiu o Tutorial do Defcon!
tutorial_mission7failed             Você foi derrotado pelo oponente de inteligência artificial e falhou na missão. Dicas: Tente chegar com seus Submarinos bem perto da costa inimiga, para que você possa destruir seus Silos antes que eles lancem muitos mísseis. Use seus Porta-aviões para encontrar e destruir os submarinos inimigos antes que eles ataquem. Clique em Reiniciar para tentar novamente.

tutorial_showterritory_popup        Destaque este botão para mostrar a localização de seus inimigos.
tutorial_m7placeradar_popup         O inimigo virá da Costa Leste da China. Posicione seus Radares ao longo da sua costa oeste para obter a maior cobertura possível.
tutorial_m7placesilos_popup         Implante seus Silos para proteger suas principais cidades - elas serão os Alvos Primários do inimigo.
tutorial_m7placeairbases_popup      Implante suas Bases aéreas ao longo da Costa Oeste da América. Usaremos elas para engajar e destruir quaisquer navios inimigos que cheguem à nossa costa.
tutorial_placefleetspacific_popup   O inimigo enviará navios pelo Pacífico para nos atacar. Você deve implantar a maioria de suas Frotas no Pacífico para interceptá-los.
tutorial_m7fleettarget_popup        Tente levar suas frotas para a Costa Leste da China, para atacar a curta distância. CLIQUE ESQUERDO para selecionar uma frota inteira. CLIQUE DIREITO para mover uma frota inteira.
macosx_tutorial_m7fleettarget_popup Tente levar suas frotas para a Costa Leste da China, para atacar a curta distância. CLIQUE ESQUERDO para selecionar uma frota inteira. CLIQUE DIREITO (ou Ctrl-Clique) para mover uma frota inteira.
tutorial_m7scoutchina_popuup        Lance Caças dos seus Porta-Aviões próximos para fazer reconhecimento da área em busca de bases terrestres inimigas.
tutorial_m7enemysubs_popup          Os Submarinos inimigos estão lançando mísseis nucleares em suas cidades! Lance Caças e Bombardeiros de suas Bases aéreas próximas para destruí-los!


# =============================================================================
# Unit Info
# =============================================================================

unitinfo_title                      INFORMAÇÃO DE UNIDADES
unitinfo_title2                     (nenhuma unidade selecionada)

unitinfo_fighter                    Aviões de combate rápidos de curto alcance.\n+  Efetivos contra Bombardeiros\n+  Úteis para missões de reconhecimento\n-  Facilmente derrubados por encouraçados ou Silos
unitinfo_silo                       Funciona como Lançador de mísseis nucleares e Bateria Antiaérea.\n+  Amplas reservas de Mísseis Nucleares de Longo Alcance\n+  Potentes Canhões antiaéreos\n+  Reforçado contra impactos atômicos\n-  O Lançamento de mísseis nucleares revela a sua localização\n-  Troca de modo lento
unitinfo_radar                      Proporciona cobertura radar ao seu território.\n+  Maior alcance radar disponível\n-  Facilmente destruído por impacto nuclear
unitinfo_bomber                     Avião versátil de longo alcance.\n+  Leva um único míssil nuclear de curto alcance\n+  O lançamento de mísseis nucleares não é mostrado no radar inimigo\n+  Efetivo contra Barcos\n-  Facilmente derrubado por Caças\n-  Movimento lento
unitinfo_battleship                 Canhoneira de grande potencia equipada com poderosas armas de disparo rápido.\n+  Efetivo contra alvos múltiplos\n-  Vulnerável contra Submarinos e Bombardeiros
unitinfo_sub                        Potente unidade furtiva portadora de mísseis nucleares.\n+  Invisível ao radar convencional\n+  Amplas reservas de Mísseis nucleares\n-  Extremadamente vulnerável na superfície\n-  O lançamento de mísseis nucleares revela a sua localização\n- Vulnerável a Cargas de profundidade\n-  Sem alcance radar
unitinfo_carrier                    Unidade móvel portadora de aeronaves.\n+  Pode enviar Caças e Bombardeiros\n+  É capaz de soltar Cargas de profundidade contra Submarinos\n-  Não pode se defender diretamente
unitinfo_nuke                       Ogiva nuclear de grande potencia.\n+  Incrível poder destrutivo\n-  Vulnerável ao fogo antiaéreo
unitinfo_airbase                    Ponto de decolagem para Caças e Bombardeiros.\n+  Grande número de Bombardeiros\n+  Regenera os caças com o tempo\n-  Facilmente destruída pelo impacto de um míssil nuclear


# =============================================================================
# Demo screen
# =============================================================================

demo_top1                           Compre o jogo agora para experimentar o Defcon corretamente
demo_middle1                        Sem limite de jogadores: genocídio caótico com 6 jogadores!
demo_middle2                        Modos de jogo alternativos incluindo:
demo_middle3                        Modo Escritório: Jogue o Defcon em tempo real durante um dia inteiro
demo_middle4                        Defcon Rápido: Tudo acaba em 15 minutos - instintivo e brutal
demo_middle5                        Diplomacia: Todos os jogadores começam na mesma aliança - quanto tempo durará?
demo_middle6                        Mundo Grande: O mundo é duas vezes maior - para aqueles que amam jogos longos
demo_bottom1                        Ativação imediata por apenas
demo_bottom2                        £10     $17.50     €14

demo_bottom1_steam                  Ativação imediata por apenas
demo_bottom2_steam                  $14.95

demo_bottom1_retail                 COMPRE A VERSÃO COMPLETA DO DEFCON HOJE
demo_bottom2_retail                 VISITE SUA LOJA DE JOGOS PARA PC FAVORITA

demo_bottom1_retail_uk              COMPRA HOY LA VERSIÓN COMPLETA DE DEFCON
demo_bottom2_retail_uk              VISITA A TU VENDEDOR DE JUEGOS FAVORITO

demo_bottom1_macosx                 Ativação imediata por apenas
demo_bottom2_macosx                 $25.00


# =============================================================================
# Lobby Overlays
# =============================================================================

overlay_0_1			--------------------------
overlay_0_2			-       D E F C O N
overlay_0_3			--------------------------
overlay_0_4			-CRIADO POR
overlay_0_5			CHRIS DELAY
overlay_0_6			GARY CHAMBERS\n
overlay_0_7			-DESENHO E PRODUÇÃO
overlay_0_8			-DE SOM
overlay_0_9			ALISTAIR LINDSAY
overlay_0_10			MICHAEL MAIDMENT\n
overlay_0_11			-PRODUZIDO POR
overlay_0_12			-INTROVERSION SOFTWARE
overlay_0_13			MARK MORRIS
overlay_0_14			THOMAS ARUNDEL
overlay_0_15			CHRIS DELAY
overlay_0_16			JOHN KNOTTENBELT\n
overlay_0_17			-RR. PP. E MARKETING
overlay_0_18			VICTORIA ARUNDEL\n
overlay_0_19			-DESENHO GRÁFICO ADICIONAL
overlay_0_20			MORTEN ELGAARD PEDERSEN\n
overlay_0_21			-ENVIOS
overlay_0_22			WILL MORRIS
overlay_0_23			 -DESENVOLVIMENTO ADICIONAL
overlay_0_24			FRANCOIS GAGNE

overlay_1_1			------------------------------------------
overlay_1_2			-I N T R O V E R S I O N   S O F T W A R E
overlay_1_3			------------------------------------------\n
overlay_1_4			MARK MORRIS                     DIRETOR
overlay_1_5			THOMAS ARUNDEL                  DIRETOR
overlay_1_6			CHRIS DELAY                     DIRETOR
overlay_1_7			JOHN KNOTTENBELT                DIRETOR\n
overlay_1_8			GARY CHAMBERS                   DESENVOLVIMENTO
overlay_1_9			VICTORIA ARUNDEL                RR.PP. E MARKETING
overlay_1_10			WILL MORRIS                     ENVIOS

overlay_2_1			-------------------------
overlay_2_2			-SIMULAÇÕES DISPONÍVEIS
overlay_2_3			-------------------------\n
overlay_2_4			LABIRINTO DO FALKEN
overlay_2_5			21
overlay_2_6			GIN RUMMY
overlay_2_7			COPAS
overlay_2_8			BRIDGE
overlay_2_9			DAMAS
overlay_2_10			XADREZ
overlay_2_11			PÔQUER
overlay_2_12			COMBATE DE CAÇAS
overlay_2_13			GUERRILHA
overlay_2_14			GUERRA NO DESERTO
overlay_2_15			AÇÕES AR-TERRA
overlay_2_16			SIMULAÇÃO DE GUERRA TÁTICA
overlay_2_17			SIMULAÇÃO DE GUERRA QUÍMICA E BIOTÓXICA\n
overlay_2_18			GUERRA GLOBAL TERMONUCLEAR

overlay_3_1			------------------------------------------
overlay_3_2			- ALVOS CIVIS EM MILHÕES DE MORTOS
overlay_3_3			------------------------------------------\n
overlay_3_4			LOS ANGELES                    3,3
overlay_3_5			NOVA IORQUE                    7,3
overlay_3_6			CHICAGO                        3,0
overlay_3_7			WASHINGTON DC                  4,0
overlay_3_8			DALLAS                         1,0
overlay_3_9			DETROIT                        1,1
overlay_3_10			PARIS                          2,2
overlay_3_11			BERLIM                         1,9
overlay_3_12			LONDRES                        7,7
overlay_3_13			LENINGRADO                     4,9
overlay_3_14			MOSCOU                         8,7
overlay_3_15			ROMA                           2,8
overlay_3_16			TÓQUIO                         8,4
overlay_3_17			SINGAPURA                      2,6
overlay_3_18			BANGCOC                        4,7
overlay_3_19			BOMBAY                         8,2
overlay_3_20			MÉXICO                         8,8
overlay_3_21			RIO DE JANEIRO                 5,6
overlay_3_22			CAIRO                          6,1
overlay_3_23			ESTANBUL                       5,5
overlay_3_24			PEQUIM                         5,5
overlay_3_25			XANGAI                         6,3
overlay_3_26			DÉLHI                          4,9
			 
overlay_4_1			-----------------------------------------------
overlay_4_2			-   PEDAS PREVISTAS - FORÇA AÉREA E.U.A. (%)
overlay_4_3			-----------------------------------------------\n
overlay_4_4			COMANDO DE DEFESA AEROESPACIAL              23
overlay_4_5			COMANDO DE COMBATE AÉREO                     76
overlay_4_6			COMANDO DE EDUCAÇÃO E TREINAMENTO        24
overlay_4_7			COMANDO DE COMUNICAÇÕES DA FORÇA AÉREA 68
overlay_4_8			COMANDO DE INTELIGÊNCIA DA FORÇA AÉREA   58
overlay_4_9			COMANDO DE LOGÍSTICA DA FORÇA AÉREA      78
overlay_4_10			COMANDO DA RESERVA DA FORÇA AÉREA     14
overlay_4_11			COMANDO ESPACIAL DA FORÇA AÉREA          12
overlay_4_12			COMANDO DE OPERAÇÕES ESPECIAIS DA FORÇA AÉREA        56
overlay_4_13			COMANDO DE SISTEMAS DA FORÇA AÉREA       86
